Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2310","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2351","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","37.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","37.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","55","Dominique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","37.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","55","Dominique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","37.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","3217","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","3192","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","77.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","76.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","59","Égypte","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","41.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","59","Égypte","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","40.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2170","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2145","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","47.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","46.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","60","El Salvador","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","32.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","60","El Salvador","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","31.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2739","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2721","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","63.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","62.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","57.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","53.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1756","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","1730","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","25.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","24.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","58","Équateur","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","47.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","58","Équateur","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","49.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2349","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2356","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","39.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","39.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","203","Espagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","89.22","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","203","Espagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","89.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2418","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2452","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","45.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","50.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","63","Estonie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","41.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","63","Estonie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","41.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2701","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2697","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","39.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","39.81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","94.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","93.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1999","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2005","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","54.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","52.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","238","Éthiopie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","17.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","238","Éthiopie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","17.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2531","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2517","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","47.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","46.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","185","Fédération de Russie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","45.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","185","Fédération de Russie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","45.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2387","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2430","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","42.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","42.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","66","Fidji","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","50.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","66","Fidji","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","54.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2011","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2054","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","44.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","44.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","67","Finlande","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","35.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","67","Finlande","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","38.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2317","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2301","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","41.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","41.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","68","France","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","68.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","68","France","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","65.38","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2392","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2414","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","43.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","43.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","74","Gabon","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","35.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","74","Gabon","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","36.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2480","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2463","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","48.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","47.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","75","Gambie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","63.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","75","Gambie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","62.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","73","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2357","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","73","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2403","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","49.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","51.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","73","Géorgie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","32.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","73","Géorgie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","30.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","81","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2909","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","81","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2875","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","50.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","47.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","81","Ghana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","42.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","81","Ghana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","39.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","84","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2600","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","84","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2598","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","49.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","49.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","84","Grèce","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","84","Grèce","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","90.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","86","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1834","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","86","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","1869","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","27.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","27.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","86","Grenade","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","48.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","86","Grenade","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","50.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","89","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2166","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","89","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2165","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","46.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","45.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","89","Guatemala","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","38.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","89","Guatemala","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","38.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2445","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2448","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","45.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","45.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","90","Guinée","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","54.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","90","Guinée","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","54.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2164","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2124","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","34.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","35.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","50.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","50.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","91","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2263","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","91","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2294","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","41.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","43.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","91","Guyana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","33.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","91","Guyana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","32.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","93","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1926","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","93","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","1936","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","36.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","37.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","93","Haïti","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","40.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","93","Haïti","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","95","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2256","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","95","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2277","Fc","Donnée calculée"
